timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
10/04/2024 12:10,3591,HTTP Request,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-10,text,TRUE,,140633,245,6,6,http://lifecharger.eu/about/,2722,0,172
10/04/2024 12:10,2722,HTTP Request-0,301,Moved Permanently,bzm - Concurrency Thread Group-ThreadStarter 1-10,text,TRUE,,447,122,6,6,http://lifecharger.eu/about,2722,0,172
10/04/2024 12:10,869,HTTP Request-1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-10,text,TRUE,,140186,123,6,6,http://lifecharger.eu/about/,178,0,0
10/04/2024 12:10,3766,HTTP Request,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,TRUE,,140633,245,5,5,http://lifecharger.eu/about/,2861,0,194
10/04/2024 12:10,2861,HTTP Request-0,301,Moved Permanently,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,TRUE,,447,122,5,5,http://lifecharger.eu/about,2861,0,194
10/04/2024 12:10,905,HTTP Request-1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,TRUE,,140186,123,5,5,http://lifecharger.eu/about/,184,0,0
10/04/2024 12:10,2930,HTTP Request,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,TRUE,,140633,245,4,4,http://lifecharger.eu/about/,2206,0,178
10/04/2024 12:10,2206,HTTP Request-0,301,Moved Permanently,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,TRUE,,447,122,4,4,http://lifecharger.eu/about,2206,0,178
10/04/2024 12:10,722,HTTP Request-1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,TRUE,,140186,123,4,4,http://lifecharger.eu/about/,185,0,0
10/04/2024 12:10,3713,HTTP Request,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-9,text,TRUE,,140633,245,3,3,http://lifecharger.eu/about/,2798,0,175
10/04/2024 12:10,2798,HTTP Request-0,301,Moved Permanently,bzm - Concurrency Thread Group-ThreadStarter 1-9,text,TRUE,,447,122,3,3,http://lifecharger.eu/about,2798,0,175
10/04/2024 12:10,915,HTTP Request-1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-9,text,TRUE,,140186,123,3,3,http://lifecharger.eu/about/,179,0,0
10/04/2024 12:10,3674,HTTP Request,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,TRUE,,140633,245,2,2,http://lifecharger.eu/about/,2775,0,186
10/04/2024 12:10,2775,HTTP Request-0,301,Moved Permanently,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,TRUE,,447,122,2,2,http://lifecharger.eu/about,2775,0,186
10/04/2024 12:10,898,HTTP Request-1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,TRUE,,140186,123,2,2,http://lifecharger.eu/about/,184,0,0
10/04/2024 12:10,3794,HTTP Request,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,TRUE,,140633,245,1,1,http://lifecharger.eu/about/,2878,0,181
10/04/2024 12:10,2878,HTTP Request-0,301,Moved Permanently,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,TRUE,,447,122,1,1,http://lifecharger.eu/about,2878,0,181
10/04/2024 12:10,915,HTTP Request-1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,TRUE,,140186,123,1,1,http://lifecharger.eu/about/,184,0,0
10/04/2024 12:11,2006,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,140633,245,1,1,http://lifecharger.eu/about/,974,0,271
10/04/2024 12:11,974,HTTP Request-0,301,Moved Permanently,Thread Group 1-1,text,TRUE,,447,122,1,1,http://lifecharger.eu/about,974,0,271
10/04/2024 12:11,1032,HTTP Request-1,200,OK,Thread Group 1-1,text,TRUE,,140186,123,1,1,http://lifecharger.eu/about/,214,0,0
10/04/2024 12:11,1882,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,140633,245,2,2,http://lifecharger.eu/about/,857,0,242
10/04/2024 12:11,857,HTTP Request-0,301,Moved Permanently,Thread Group 1-1,text,TRUE,,447,122,2,2,http://lifecharger.eu/about,857,0,242
10/04/2024 12:11,1024,HTTP Request-1,200,OK,Thread Group 1-1,text,TRUE,,140186,123,2,2,http://lifecharger.eu/about/,204,0,0
10/04/2024 12:11,1905,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,140633,245,2,2,http://lifecharger.eu/about/,882,0,265
10/04/2024 12:11,882,HTTP Request-0,301,Moved Permanently,Thread Group 1-2,text,TRUE,,447,122,2,2,http://lifecharger.eu/about,882,0,265
10/04/2024 12:11,1022,HTTP Request-1,200,OK,Thread Group 1-2,text,TRUE,,140186,123,2,2,http://lifecharger.eu/about/,202,0,0
10/04/2024 12:11,1927,HTTP Request,200,OK,Thread Group 1-3,text,TRUE,,140633,245,2,2,http://lifecharger.eu/about/,896,0,282
10/04/2024 12:11,896,HTTP Request-0,301,Moved Permanently,Thread Group 1-3,text,TRUE,,447,122,2,2,http://lifecharger.eu/about,896,0,282
10/04/2024 12:11,1030,HTTP Request-1,200,OK,Thread Group 1-3,text,TRUE,,140186,123,2,2,http://lifecharger.eu/about/,210,0,0
10/04/2024 12:11,1951,HTTP Request,200,OK,Thread Group 1-4,text,TRUE,,140633,245,1,1,http://lifecharger.eu/about/,928,0,211
10/04/2024 12:11,928,HTTP Request-0,301,Moved Permanently,Thread Group 1-4,text,TRUE,,447,122,1,1,http://lifecharger.eu/about,928,0,211
10/04/2024 12:11,1024,HTTP Request-1,200,OK,Thread Group 1-4,text,TRUE,,140186,123,1,1,http://lifecharger.eu/about/,205,0,0
2024/04/10 12:14:39,2891,HTTP Request,200,OK,Thread Group 1-2,text,true,,140633,245,4,4,http://lifecharger.eu/about/,1355,0,227
2024/04/10 12:14:39,1355,HTTP Request-0,301,Moved Permanently,Thread Group 1-2,text,true,,447,122,4,4,http://lifecharger.eu/about,1355,0,227
2024/04/10 12:14:41,1535,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,140186,123,4,4,http://lifecharger.eu/about/,203,0,0
2024/04/10 12:14:40,2101,HTTP Request,200,OK,Thread Group 1-3,text,true,,140633,245,3,3,http://lifecharger.eu/about/,977,0,356
2024/04/10 12:14:40,977,HTTP Request-0,301,Moved Permanently,Thread Group 1-3,text,true,,447,122,3,3,http://lifecharger.eu/about,977,0,356
2024/04/10 12:14:41,1124,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,140186,123,3,3,http://lifecharger.eu/about/,204,0,0
2024/04/10 12:14:41,1887,HTTP Request,200,OK,Thread Group 1-4,text,true,,140633,245,2,2,http://lifecharger.eu/about/,893,0,188
2024/04/10 12:14:41,893,HTTP Request-0,301,Moved Permanently,Thread Group 1-4,text,true,,447,122,2,2,http://lifecharger.eu/about,893,0,188
2024/04/10 12:14:42,993,HTTP Request-1,200,OK,Thread Group 1-4,text,true,,140186,123,2,2,http://lifecharger.eu/about/,209,0,0
2024/04/10 12:14:38,4957,HTTP Request,200,OK,Thread Group 1-1,text,true,,140633,245,1,1,http://lifecharger.eu/about/,1358,0,719
2024/04/10 12:14:38,1363,HTTP Request-0,301,Moved Permanently,Thread Group 1-1,text,true,,447,122,1,1,http://lifecharger.eu/about,1358,0,719
2024/04/10 12:14:40,3587,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,140186,123,1,1,http://lifecharger.eu/about/,1500,0,0
